CS,ALT,ID,PURPOSE,AV,TT,COST,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE_OLD,CHOICE
1482,3,165,2,0,0,0,63,2220,0,0,1,0
1483,1,165,2,1,107,2220,59,2405,0,0,1,1
1483,2,165,2,1,59,2405,59,2405,0,0,1,0
1483,3,165,2,0,0,0,59,2405,0,0,1,0
1484,1,165,2,1,107,1850,56,2405,0,0,1,1
1484,2,165,2,1,56,2405,56,2405,0,0,1,0
1484,3,165,2,0,0,0,56,2405,0,0,1,0
1485,1,165,2,1,114,2220,63,2960,0,0,1,1
1485,2,165,2,1,63,2960,63,2960,0,0,1,0
1485,3,165,2,0,0,0,63,2960,0,0,1,0
1486,1,166,2,1,53,208,20,208,40,20,2,0
1486,2,166,2,1,20,208,20,208,40,20,2,1
1486,3,166,2,1,40,20,20,208,40,20,2,0
1487,1,166,2,1,53,156,24,225,32,16,1,1
1487,2,166,2,1,24,225,24,225,32,16,1,0
1487,3,166,2,1,32,16,24,225,32,16,1,0
1488,1,166,2,1,43,156,22,208,52,16,1,1
1488,2,166,2,1,22,208,22,208,52,16,1,0
1488,3,166,2,1,52,16,22,208,52,16,1,0
1489,1,166,2,1,46,156,24,225,52,26,1,1
1489,2,166,2,1,24,225,24,225,52,26,1,0
1489,3,166,2,1,52,26,24,225,52,26,1,0
1490,1,166,2,1,46,173,24,208,32,26,1,1
1490,2,166,2,1,24,208,24,208,32,26,1,0
1490,3,166,2,1,32,26,24,208,32,26,1,0
1491,1,166,2,1,43,173,24,208,52,20,1,1
1491,2,166,2,1,24,208,24,208,52,20,1,0
1491,3,166,2,1,52,20,24,208,52,20,1,0
1492,1,166,2,1,43,208,22,225,40,16,1,1
1492,2,166,2,1,22,225,22,225,40,16,1,0
1492,3,166,2,1,40,16,22,225,40,16,1,0
1493,1,166,2,1,46,208,24,277,40,26,1,1
1493,2,166,2,1,24,277,24,277,40,26,1,0
1493,3,166,2,1,40,26,24,277,40,26,1,0
1494,1,166,2,1,43,173,20,225,40,26,1,1
1494,2,166,2,1,20,225,20,225,40,26,1,0
1494,3,166,2,1,40,26,20,225,40,26,1,0
1495,1,167,2,1,90,307,37,333,0,0,2,0
1495,2,167,2,1,37,333,37,333,0,0,2,1
1495,3,167,2,0,0,0,37,333,0,0,2,0
1496,1,167,2,1,83,307,34,307,0,0,2,0
1496,2,167,2,1,34,307,34,307,0,0,2,1
1496,3,167,2,0,0,0,34,307,0,0,2,0
1497,1,167,2,1,104,307,41,410,0,0,1,1
1497,2,167,2,1,41,410,41,410,0,0,1,0
1497,3,167,2,0,0,0,41,410,0,0,1,0
1498,1,167,2,1,83,256,37,410,0,0,1,1
1498,2,167,2,1,37,410,37,410,0,0,1,0
1498,3,167,2,0,0,0,37,410,0,0,1,0
1499,1,167,2,1,104,230,37,307,0,0,1,1
1499,2,167,2,1,37,307,37,307,0,0,1,0
1499,3,167,2,0,0,0,37,307,0,0,1,0
1500,1,167,2,1,90,230,34,410,0,0,1,1
1500,2,167,2,1,34,410,34,410,0,0,1,0
1500,3,167,2,0,0,0,34,410,0,0,1,0
1501,1,167,2,1,83,307,41,410,0,0,1,1
1501,2,167,2,1,41,410,41,410,0,0,1,0
1501,3,167,2,0,0,0,41,410,0,0,1,0
1502,1,167,2,1,83,230,41,333,0,0,1,1
1502,2,167,2,1,41,333,41,333,0,0,1,0
1502,3,167,2,0,0,0,41,333,0,0,1,0
1503,1,167,2,1,104,256,34,333,0,0,1,1
1503,2,167,2,1,34,333,34,333,0,0,1,0
1503,3,167,2,0,0,0,34,333,0,0,1,0
1504,1,168,2,1,76,252,45,302,0,0,2,0
1504,2,168,2,1,45,302,45,302,0,0,2,1
1504,3,168,2,0,0,0,45,302,0,0,2,0
1505,1,168,2,1,76,227,41,403,0,0,1,1
1505,2,168,2,1,41,403,41,403,0,0,1,0
1505,3,168,2,0,0,0,41,403,0,0,1,0
1506,1,168,2,1,76,252,43,403,0,0,1,1
1506,2,168,2,1,43,403,43,403,0,0,1,0
1506,3,168,2,0,0,0,43,403,0,0,1,0
1507,1,168,2,1,62,227,41,403,0,0,1,1
1507,2,168,2,1,41,403,41,403,0,0,1,0
1507,3,168,2,0,0,0,41,403,0,0,1,0
1508,1,168,2,1,67,252,41,328,0,0,2,0
1508,2,168,2,1,41,328,41,328,0,0,2,1
1508,3,168,2,0,0,0,41,328,0,0,2,0
1509,1,168,2,1,67,302,41,302,0,0,2,0
1509,2,168,2,1,41,302,41,302,0,0,2,1
1509,3,168,2,0,0,0,41,302,0,0,2,0
1510,1,168,2,1,67,227,43,302,0,0,2,0
1510,2,168,2,1,43,302,43,302,0,0,2,1
1510,3,168,2,0,0,0,43,302,0,0,2,0
1511,1,168,2,1,67,252,43,403,0,0,1,1
1511,2,168,2,1,43,403,43,403,0,0,1,0
1511,3,168,2,0,0,0,43,403,0,0,1,0
1512,1,168,2,1,76,302,43,328,0,0,2,0
1512,2,168,2,1,43,328,43,328,0,0,2,1
1512,3,168,2,0,0,0,43,328,0,0,2,0
1513,1,169,2,1,59,122,26,122,40,25,2,0
1513,2,169,2,1,26,122,26,122,40,25,2,1
1513,3,169,2,1,40,25,26,122,40,25,2,0
1514,1,169,2,1,59,92,30,133,32,20,2,0
1514,2,169,2,1,30,133,30,133,32,20,2,1
1514,3,169,2,1,32,20,30,133,32,20,2,0
1515,1,169,2,1,49,92,28,122,52,20,2,0
1515,2,169,2,1,28,122,28,122,52,20,2,1
1515,3,169,2,1,52,20,28,122,52,20,2,0
1516,1,169,2,1,52,92,30,133,52,32,2,0
1516,2,169,2,1,30,133,30,133,52,32,2,1
1516,3,169,2,1,52,32,30,133,52,32,2,0
1517,1,169,2,1,52,102,30,122,32,32,2,0
1517,2,169,2,1,30,122,30,122,32,32,2,1
1517,3,169,2,1,32,32,30,122,32,32,2,0
1518,1,169,2,1,49,122,28,133,40,20,2,0
1518,2,169,2,1,28,133,28,133,40,20,2,1
1518,3,169,2,1,40,20,28,133,40,20,2,0
1519,1,169,2,1,49,102,30,122,52,25,2,0
1519,2,169,2,1,30,122,30,122,52,25,2,1
1519,3,169,2,1,52,25,30,122,52,25,2,0
1520,1,169,2,1,52,122,30,163,40,32,2,0
1520,2,169,2,1,30,163,30,163,40,32,2,1
1520,3,169,2,1,40,32,30,163,40,32,2,0
1521,1,169,2,1,49,102,26,133,40,32,2,0
1521,2,169,2,1,26,133,26,133,40,32,2,1
1521,3,169,2,1,40,32,26,133,40,32,2,0
1522,1,170,2,1,57,268,33,290,117,35,2,0
1522,2,170,2,1,33,290,33,290,117,35,2,1
1522,3,170,2,1,117,35,33,290,117,35,2,0
1523,1,170,2,1,64,268,35,357,117,28,1,1
1523,2,170,2,1,35,357,35,357,117,28,1,0
1523,3,170,2,1,117,28,35,357,117,28,1,0
1524,1,170,2,1,54,268,31,268,117,45,2,0
1524,2,170,2,1,31,268,31,268,117,45,2,1
1524,3,170,2,1,117,45,31,268,117,45,2,0
1525,1,170,2,1,54,223,33,357,72,28,1,1
1525,2,170,2,1,33,357,33,357,72,28,1,0
1525,3,170,2,1,72,28,33,357,72,28,1,0
1526,1,170,2,1,64,201,33,268,90,45,2,0
1526,2,170,2,1,33,268,33,268,90,45,2,1
1526,3,170,2,1,90,45,33,268,90,45,2,0
1527,1,170,2,1,57,201,31,357,90,28,1,1
1527,2,170,2,1,31,357,31,357,90,28,1,0
1527,3,170,2,1,90,28,31,357,90,28,1,0
1528,1,170,2,1,54,268,35,357,72,35,1,1
1528,2,170,2,1,35,357,35,357,72,35,1,0
1528,3,170,2,1,72,35,35,357,72,35,1,0
1529,1,170,2,1,64,223,31,290,72,35,2,0
1529,2,170,2,1,31,290,31,290,72,35,2,1
1529,3,170,2,1,72,35,31,290,72,35,2,0
1530,1,170,2,1,54,201,35,290,90,35,1,1
1530,2,170,2,1,35,290,35,290,90,35,1,0
1530,3,170,2,1,90,35,35,290,90,35,1,0
1531,1,171,2,1,79,295,55,320,78,40,2,0
1531,2,171,2,1,55,320,55,320,78,40,2,1
1531,3,171,2,1,78,40,55,320,78,40,2,0
1532,1,171,2,1,86,295,57,394,78,32,1,1
1532,2,171,2,1,57,394,57,394,78,32,1,0
1532,3,171,2,1,78,32,57,394,78,32,1,0
1533,1,171,2,1,76,295,53,295,78,52,2,0
1533,2,171,2,1,53,295,53,295,78,52,2,1
1533,3,171,2,1,78,52,53,295,78,52,2,0
1534,1,171,2,1,76,246,55,394,48,32,1,1
1534,2,171,2,1,55,394,55,394,48,32,1,0
1534,3,171,2,1,48,32,55,394,48,32,1,0
1535,1,171,2,1,86,221,55,295,60,52,2,0
1535,2,171,2,1,55,295,55,295,60,52,2,1
1535,3,171,2,1,60,52,55,295,60,52,2,0
1536,1,171,2,1,76,295,57,394,48,40,2,0
1536,2,171,2,1,57,394,57,394,48,40,2,1
1536,3,171,2,1,48,40,57,394,48,40,2,0
1537,1,171,2,1,79,221,53,394,60,32,2,0
1537,2,171,2,1,53,394,53,394,60,32,2,1
1537,3,171,2,1,60,32,53,394,60,32,2,0
1538,1,171,2,1,86,246,53,320,48,40,2,0
1538,2,171,2,1,53,320,53,320,48,40,2,1
1538,3,171,2,1,48,40,53,320,48,40,2,0
1539,1,171,2,1,76,221,57,320,60,40,1,1
1539,2,171,2,1,57,320,57,320,60,40,1,0
1539,3,171,2,1,60,40,57,320,60,40,1,0
1540,1,172,2,1,49,268,25,290,0,0,2,0
1540,2,172,2,1,25,290,25,290,0,0,2,1
1540,3,172,2,0,0,0,25,290,0,0,2,0
1541,1,172,2,1,46,223,25,357,0,0,1,1
1541,2,172,2,1,25,357,25,357,0,0,1,0
1541,3,172,2,0,0,0,25,357,0,0,1,0
1542,1,172,2,1,56,201,25,268,0,0,1,1
1542,2,172,2,1,25,268,25,268,0,0,1,0
1542,3,172,2,0,0,0,25,268,0,0,1,0
1543,1,172,2,1,69,268,45,290,0,0,2,0
1543,2,172,2,1,45,290,45,290,0,0,2,1
1543,3,172,2,0,0,0,45,290,0,0,2,0
1544,1,172,2,1,66,223,45,357,0,0,1,1
1544,2,172,2,1,45,357,45,357,0,0,1,0
1544,3,172,2,0,0,0,45,357,0,0,1,0
1545,1,172,2,1,76,201,45,268,0,0,2,0
1545,2,172,2,1,45,268,45,268,0,0,2,1
1545,3,172,2,0,0,0,45,268,0,0,2,0
1546,1,172,2,1,49,201,23,357,0,0,1,1
1546,2,172,2,1,23,357,23,357,0,0,1,0
1546,3,172,2,0,0,0,23,357,0,0,1,0
1547,1,172,2,1,69,201,43,357,0,0,2,0
1547,2,172,2,1,43,357,43,357,0,0,2,1
1547,3,172,2,0,0,0,43,357,0,0,2,0
1548,1,172,2,1,46,268,27,357,0,0,1,1
1548,2,172,2,1,27,357,27,357,0,0,1,0
1548,3,172,2,0,0,0,27,357,0,0,1,0
1549,1,173,2,1,66,268,47,357,0,0,2,0
1549,2,173,2,1,47,357,47,357,0,0,2,1
1549,3,173,2,0,0,0,47,357,0,0,2,0
1550,1,173,2,1,46,268,23,268,0,0,2,0
1550,2,173,2,1,23,268,23,268,0,0,2,1
1550,3,173,2,0,0,0,23,268,0,0,2,0
1551,1,173,2,1,56,268,27,357,0,0,1,1
1551,2,173,2,1,27,357,27,357,0,0,1,0
1551,3,173,2,0,0,0,27,357,0,0,1,0
1552,1,173,2,1,46,201,27,290,0,0,2,0
1552,2,173,2,1,27,290,27,290,0,0,2,1
1552,3,173,2,0,0,0,27,290,0,0,2,0
1553,1,173,2,1,66,268,43,268,0,0,2,0
1553,2,173,2,1,43,268,43,268,0,0,2,1
1553,3,173,2,0,0,0,43,268,0,0,2,0
1554,1,173,2,1,76,268,47,357,0,0,1,1
1554,2,173,2,1,47,357,47,357,0,0,1,0
1554,3,173,2,0,0,0,47,357,0,0,1,0
1555,1,173,2,1,66,201,47,290,0,0,1,1
1555,2,173,2,1,47,290,47,290,0,0,1,0
1555,3,173,2,0,0,0,47,290,0,0,1,0
1556,1,173,2,1,56,223,23,290,0,0,2,0
1556,2,173,2,1,23,290,23,290,0,0,2,1
1556,3,173,2,0,0,0,23,290,0,0,2,0
1557,1,173,2,1,76,223,43,290,0,0,2,0
1557,2,173,2,1,43,290,43,290,0,0,2,1
1557,3,173,2,0,0,0,43,290,0,0,2,0
1558,1,174,2,1,56,282,23,282,40,30,2,0
1558,2,174,2,1,23,282,23,282,40,30,2,1
1558,3,174,2,1,40,30,23,282,40,30,2,0
1559,1,174,2,1,56,211,27,305,32,24,2,0
1559,2,174,2,1,27,305,27,305,32,24,2,1
1559,3,174,2,1,32,24,27,305,32,24,2,0
1560,1,174,2,1,46,211,25,282,52,24,2,0
1560,2,174,2,1,25,282,25,282,52,24,2,1
1560,3,174,2,1,52,24,25,282,52,24,2,0
1561,1,174,2,1,49,211,27,305,52,39,2,0
1561,2,174,2,1,27,305,27,305,52,39,2,1
1561,3,174,2,1,52,39,27,305,52,39,2,0
1562,1,174,2,1,49,235,27,282,32,39,2,0
1562,2,174,2,1,27,282,27,282,32,39,2,1
1562,3,174,2,1,32,39,27,282,32,39,2,0
1563,1,174,2,1,46,282,25,305,40,24,2,0
1563,2,174,2,1,25,305,25,305,40,24,2,1
1563,3,174,2,1,40,24,25,305,40,24,2,0
1564,1,174,2,1,46,235,27,282,52,30,2,0
1564,2,174,2,1,27,282,27,282,52,30,2,1
1564,3,174,2,1,52,30,27,282,52,30,2,0
1565,1,174,2,1,49,282,27,376,40,39,1,1
1565,2,174,2,1,27,376,27,376,40,39,1,0
1565,3,174,2,1,40,39,27,376,40,39,1,0
1566,1,174,2,1,46,235,23,305,40,39,2,0
1566,2,174,2,1,23,305,23,305,40,39,2,1
1566,3,174,2,1,40,39,23,305,40,39,2,0
1567,1,175,2,1,61,199,32,239,0,0,2,0
1567,2,175,2,1,32,239,32,239,0,0,2,1
1567,3,175,2,0,0,0,32,239,0,0,2,0
1568,1,175,2,1,61,179,28,318,0,0,1,1
1568,2,175,2,1,28,318,28,318,0,0,1,0
1568,3,175,2,0,0,0,28,318,0,0,1,0
1569,1,175,2,1,61,199,30,318,0,0,1,1
1569,2,175,2,1,30,318,30,318,0,0,1,0
1569,3,175,2,0,0,0,30,318,0,0,1,0
1570,1,175,2,1,51,179,28,318,0,0,1,1
1570,2,175,2,1,28,318,28,318,0,0,1,0
1570,3,175,2,0,0,0,28,318,0,0,1,0
1571,1,175,2,1,54,199,28,259,0,0,1,1
1571,2,175,2,1,28,259,28,259,0,0,1,0
1571,3,175,2,0,0,0,28,259,0,0,1,0
1572,1,175,2,1,54,239,28,239,0,0,1,1
1572,2,175,2,1,28,239,28,239,0,0,1,0
1572,3,175,2,0,0,0,28,239,0,0,1,0
1573,1,175,2,1,54,179,30,239,0,0,2,0
1573,2,175,2,1,30,239,30,239,0,0,2,1
1573,3,175,2,0,0,0,30,239,0,0,2,0
1574,1,175,2,1,54,199,30,318,0,0,1,1
1574,2,175,2,1,30,318,30,318,0,0,1,0
1574,3,175,2,0,0,0,30,318,0,0,1,0
1575,1,175,2,1,61,239,30,259,0,0,2,0
1575,2,175,2,1,30,259,30,259,0,0,2,1
1575,3,175,2,0,0,0,30,259,0,0,2,0
1576,1,176,2,1,53,2007,24,2408,40,20,2,0
1576,2,176,2,1,24,2408,24,2408,40,20,2,1
1576,3,176,2,1,40,20,24,2408,40,20,2,0
1577,1,176,2,1,53,2007,22,3211,52,32,1,1
1577,2,176,2,1,22,3211,22,3211,52,32,1,0
1577,3,176,2,1,52,32,22,3211,52,32,1,0
1578,1,176,2,1,53,1806,20,3211,52,25,1,1
1578,2,176,2,1,20,3211,20,3211,52,25,1,0
1578,3,176,2,1,52,25,20,3211,52,25,1,0
1579,1,176,2,1,43,1806,20,3211,32,32,1,1
1579,2,176,2,1,20,3211,20,3211,32,32,1,0
1579,3,176,2,1,32,32,20,3211,32,32,1,0
1580,1,176,2,1,46,2007,20,2609,52,20,1,1
1580,2,176,2,1,20,2609,20,2609,52,20,1,0
1580,3,176,2,1,52,20,20,2609,52,20,1,0
1581,1,176,2,1,46,1806,22,2408,32,25,1,1
1581,2,176,2,1,22,2408,22,2408,32,25,1,0
1581,3,176,2,1,32,25,22,2408,32,25,1,0
1582,1,176,2,1,46,2408,20,2408,32,20,2,0
1582,2,176,2,1,20,2408,20,2408,32,20,2,1
1582,3,176,2,1,32,20,20,2408,32,20,2,0
1583,1,176,2,1,53,2408,22,2609,32,32,2,0
1583,2,176,2,1,22,2609,22,2609,32,32,2,1
1583,3,176,2,1,32,32,22,2609,32,32,2,0
1584,1,176,2,1,46,2007,22,3211,40,25,1,1
1584,2,176,2,1,22,3211,22,3211,40,25,1,0
1584,3,176,2,1,40,25,22,3211,40,25,1,0
1585,1,177,2,1,74,235,45,282,60,24,2,0
1585,2,177,2,1,45,282,45,282,60,24,2,1
1585,3,177,2,1,60,24,45,282,60,24,2,0
1586,1,177,2,1,74,211,41,376,78,30,2,0
1586,2,177,2,1,41,376,41,376,78,30,2,1
1586,3,177,2,1,78,30,41,376,78,30,2,0
1587,1,177,2,1,74,235,43,376,78,39,2,0
1587,2,177,2,1,43,376,43,376,78,39,2,1
1587,3,177,2,1,78,39,43,376,78,39,2,0
1588,1,177,2,1,64,211,41,376,48,39,2,0
1588,2,177,2,1,41,376,41,376,48,39,2,1
1588,3,177,2,1,48,39,41,376,48,39,2,0
1589,1,177,2,1,67,235,41,305,78,24,2,0
1589,2,177,2,1,41,305,41,305,78,24,2,1
1589,3,177,2,1,78,24,41,305,78,24,2,0
1590,1,177,2,1,67,282,41,282,48,24,2,0
1590,2,177,2,1,41,282,41,282,48,24,2,1
1590,3,177,2,1,48,24,41,282,48,24,2,0
1591,1,177,2,1,67,211,43,282,48,30,2,0
1591,2,177,2,1,43,282,43,282,48,30,2,1
1591,3,177,2,1,48,30,43,282,48,30,2,0
1592,1,177,2,1,67,235,43,376,60,30,2,0
1592,2,177,2,1,43,376,43,376,60,30,2,1
1592,3,177,2,1,60,30,43,376,60,30,2,0
1593,1,177,2,1,74,282,43,305,48,39,2,0
1593,2,177,2,1,43,305,43,305,48,39,2,1
1593,3,177,2,1,48,39,43,305,48,39,2,0
1594,1,178,2,1,66,360,31,360,60,40,2,0
1594,2,178,2,1,31,360,31,360,60,40,2,1
1594,3,178,2,1,60,40,31,360,60,40,2,0
1595,1,178,2,1,66,270,35,390,48,32,2,0
1595,2,178,2,1,35,390,35,390,48,32,2,1
1595,3,178,2,1,48,32,35,390,48,32,2,0
1596,1,178,2,1,52,270,33,360,78,32,2,0
1596,2,178,2,1,33,360,33,360,78,32,2,1
1596,3,178,2,1,78,32,33,360,78,32,2,0
1597,1,178,2,1,57,270,35,390,78,52,2,0
1597,2,178,2,1,35,390,35,390,78,52,2,1
1597,3,178,2,1,78,52,35,390,78,52,2,0
1598,1,178,2,1,57,300,35,360,48,52,2,0
1598,2,178,2,1,35,360,35,360,48,52,2,1
1598,3,178,2,1,48,52,35,360,48,52,2,0
1599,1,178,2,1,52,360,33,390,60,32,2,0
1599,2,178,2,1,33,390,33,390,60,32,2,1
1599,3,178,2,1,60,32,33,390,60,32,2,0
1600,1,178,2,1,52,300,35,360,78,40,2,0
1600,2,178,2,1,35,360,35,360,78,40,2,1
1600,3,178,2,1,78,40,35,360,78,40,2,0
1601,1,178,2,1,57,360,35,480,60,52,2,0
1601,2,178,2,1,35,480,35,480,60,52,2,1
1601,3,178,2,1,60,52,35,480,60,52,2,0
1602,1,178,2,1,52,300,31,390,60,52,2,0
1602,2,178,2,1,31,390,31,390,60,52,2,1
1602,3,178,2,1,60,52,31,390,60,52,2,0
1603,1,179,2,1,66,223,37,268,40,24,2,0
1603,2,179,2,1,37,268,37,268,40,24,2,1
1603,3,179,2,1,40,24,37,268,40,24,2,0
1604,1,179,2,1,66,201,33,357,52,30,1,1
1604,2,179,2,1,33,357,33,357,52,30,1,0
1604,3,179,2,1,52,30,33,357,52,30,1,0
1605,1,179,2,1,66,223,35,357,52,39,2,0
1605,2,179,2,1,35,357,35,357,52,39,2,1
1605,3,179,2,1,52,39,35,357,52,39,2,0
1606,1,179,2,1,56,201,33,357,32,39,2,0
1606,2,179,2,1,33,357,33,357,32,39,2,1
1606,3,179,2,1,32,39,33,357,32,39,2,0
1607,1,179,2,1,59,223,33,290,52,24,2,0
1607,2,179,2,1,33,290,33,290,52,24,2,1
1607,3,179,2,1,52,24,33,290,52,24,2,0
1608,1,179,2,1,59,268,33,268,32,24,2,0
1608,2,179,2,1,33,268,33,268,32,24,2,1
1608,3,179,2,1,32,24,33,268,32,24,2,0
1609,1,179,2,1,59,201,35,268,32,30,2,0
1609,2,179,2,1,35,268,35,268,32,30,2,1
1609,3,179,2,1,32,30,35,268,32,30,2,0
1610,1,179,2,1,59,223,35,357,40,30,2,0
1610,2,179,2,1,35,357,35,357,40,30,2,1
1610,3,179,2,1,40,30,35,357,40,30,2,0
1611,1,179,2,1,66,268,35,290,32,39,2,0
1611,2,179,2,1,35,290,35,290,32,39,2,1
1611,3,179,2,1,32,39,35,290,32,39,2,0
1612,1,180,2,1,69,308,32,308,60,40,2,0
1612,2,180,2,1,32,308,32,308,60,40,2,1
1612,3,180,2,1,60,40,32,308,60,40,2,0
1613,1,180,2,1,69,231,36,334,48,32,2,0
1613,2,180,2,1,36,334,36,334,48,32,2,1
1613,3,180,2,1,48,32,36,334,48,32,2,0
1614,1,180,2,1,53,231,34,308,78,32,2,0
1614,2,180,2,1,34,308,34,308,78,32,2,1
1614,3,180,2,1,78,32,34,308,78,32,2,0
1615,1,180,2,1,58,231,36,334,78,52,2,0
1615,2,180,2,1,36,334,36,334,78,52,2,1
1615,3,180,2,1,78,52,36,334,78,52,2,0
1616,1,180,2,1,58,257,36,308,48,52,2,0
1616,2,180,2,1,36,308,36,308,48,52,2,1
1616,3,180,2,1,48,52,36,308,48,52,2,0
1617,1,180,2,1,53,308,34,334,60,32,2,0
1617,2,180,2,1,34,334,34,334,60,32,2,1
1617,3,180,2,1,60,32,34,334,60,32,2,0
1618,1,180,2,1,53,257,36,308,78,40,2,0
1618,2,180,2,1,36,308,36,308,78,40,2,1
1618,3,180,2,1,78,40,36,308,78,40,2,0
1619,1,180,2,1,58,308,36,411,60,52,1,1
1619,2,180,2,1,36,411,36,411,60,52,1,0
1619,3,180,2,1,60,52,36,411,60,52,1,0
1620,1,180,2,1,53,257,32,334,60,52,2,0
1620,2,180,2,1,32,334,32,334,60,52,2,1
1620,3,180,2,1,60,52,32,334,60,52,2,0
1621,1,181,2,1,69,246,36,295,60,32,2,0
1621,2,181,2,1,36,295,36,295,60,32,2,1
1621,3,181,2,1,60,32,36,295,60,32,2,0
1622,1,181,2,1,69,221,32,394,78,40,2,0
1622,2,181,2,1,32,394,32,394,78,40,2,1
1622,3,181,2,1,78,40,32,394,78,40,2,0
1623,1,181,2,1,69,246,34,394,78,52,2,0
1623,2,181,2,1,34,394,34,394,78,52,2,1
1623,3,181,2,1,78,52,34,394,78,52,2,0
1624,1,181,2,1,53,221,32,394,48,52,2,0
1624,2,181,2,1,32,394,32,394,48,52,2,1
1624,3,181,2,1,48,52,32,394,48,52,2,0
1625,1,181,2,1,58,246,32,320,78,32,2,0
1625,2,181,2,1,32,320,32,320,78,32,2,1
1625,3,181,2,1,78,32,32,320,78,32,2,0
1626,1,181,2,1,58,295,32,295,48,32,2,0
1626,2,181,2,1,32,295,32,295,48,32,2,1
1626,3,181,2,1,48,32,32,295,48,32,2,0
1627,1,181,2,1,58,221,34,295,48,40,2,0
1627,2,181,2,1,34,295,34,295,48,40,2,1
1627,3,181,2,1,48,40,34,295,48,40,2,0
1628,1,181,2,1,58,246,34,394,60,40,2,0
1628,2,181,2,1,34,394,34,394,60,40,2,1
1628,3,181,2,1,60,40,34,394,60,40,2,0
1629,1,181,2,1,69,295,34,320,48,52,2,0
1629,2,181,2,1,34,320,34,320,48,52,2,1
1629,3,181,2,1,48,52,34,320,48,52,2,0
1630,1,182,2,1,105,180,52,195,78,40,2,0
1630,2,182,2,1,52,195,52,195,78,40,2,1
1630,3,182,2,1,78,40,52,195,78,40,2,0
1631,1,182,2,1,95,180,49,180,78,52,2,0
1631,2,182,2,1,49,180,49,180,78,52,2,1
1631,3,182,2,1,78,52,49,180,78,52,2,0
1632,1,182,2,1,124,180,56,240,78,32,3,0
1632,2,182,2,1,56,240,56,240,78,32,3,0
1632,3,182,2,1,78,32,56,240,78,32,3,1
1633,1,182,2,1,95,150,52,240,48,32,3,0
1633,2,182,2,1,52,240,52,240,48,32,3,0
1633,3,182,2,1,48,32,52,240,48,32,3,1
1634,1,182,2,1,124,135,52,180,60,52,2,0
1634,2,182,2,1,52,180,52,180,60,52,2,1
1634,3,182,2,1,60,52,52,180,60,52,2,0
1635,1,182,2,1,105,135,49,240,60,32,3,0
1635,2,182,2,1,49,240,49,240,60,32,3,0
1635,3,182,2,1,60,32,49,240,60,32,3,1
1636,1,182,2,1,95,180,56,240,48,40,3,0
1636,2,182,2,1,56,240,56,240,48,40,3,0
1636,3,182,2,1,48,40,56,240,48,40,3,1
1637,1,182,2,1,95,135,56,195,60,40,3,0
1637,2,182,2,1,56,195,56,195,60,40,3,0
1637,3,182,2,1,60,40,56,195,60,40,3,1
1638,1,182,2,1,124,150,49,195,48,40,1,1
1638,2,182,2,1,49,195,49,195,48,40,1,0
1638,3,182,2,1,48,40,49,195,48,40,1,0
1639,1,183,2,1,61,1500,32,1800,50,24,2,0
1639,2,183,2,1,32,1800,32,1800,50,24,2,1
1639,3,183,2,1,50,24,32,1800,50,24,2,0
1640,1,183,2,1,61,1350,28,2400,65,30,2,0
1640,2,183,2,1,28,2400,28,2400,65,30,2,1
1640,3,183,2,1,65,30,28,2400,65,30,2,0
1641,1,183,2,1,61,1500,30,2400,65,39,2,0
1641,2,183,2,1,30,2400,30,2400,65,39,2,1
1641,3,183,2,1,65,39,30,2400,65,39,2,0
1642,1,183,2,1,51,1350,28,2400,40,39,2,0
1642,2,183,2,1,28,2400,28,2400,40,39,2,1
1642,3,183,2,1,40,39,28,2400,40,39,2,0
1643,1,183,2,1,54,1500,28,1950,65,24,2,0
1643,2,183,2,1,28,1950,28,1950,65,24,2,1
1643,3,183,2,1,65,24,28,1950,65,24,2,0
1644,1,183,2,1,54,1800,28,1800,40,24,2,0
1644,2,183,2,1,28,1800,28,1800,40,24,2,1
1644,3,183,2,1,40,24,28,1800,40,24,2,0
1645,1,183,2,1,54,1350,30,1800,40,30,2,0
1645,2,183,2,1,30,1800,30,1800,40,30,2,1
1645,3,183,2,1,40,30,30,1800,40,30,2,0
1646,1,183,2,1,54,1500,30,2400,50,30,2,0
1646,2,183,2,1,30,2400,30,2400,50,30,2,1
1646,3,183,2,1,50,30,30,2400,50,30,2,0
1647,1,183,2,1,61,1800,30,1950,40,39,2,0
1647,2,183,2,1,30,1950,30,1950,40,39,2,1
1647,3,183,2,1,40,39,30,1950,40,39,2,0
1648,1,184,2,1,149,82,94,90,0,0,2,0
1648,2,184,2,1,94,90,94,90,0,0,2,1
1648,3,184,2,0,0,0,94,90,0,0,2,0
1649,1,184,2,1,138,82,91,84,0,0,2,0
1649,2,184,2,1,91,84,91,84,0,0,2,1
1649,3,184,2,0,0,0,91,84,0,0,2,0
1650,1,184,2,1,171,82,98,105,0,0,2,0
1650,2,184,2,1,98,105,98,105,0,0,2,1
1650,3,184,2,0,0,0,98,105,0,0,2,0
1651,1,184,2,1,138,68,94,90,0,0,1,1
1651,2,184,2,1,94,90,94,90,0,0,1,0
1651,3,184,2,0,0,0,94,90,0,0,1,0
1652,1,184,2,1,171,61,94,71,0,0,2,0
1652,2,184,2,1,94,71,94,71,0,0,2,1
1652,3,184,2,0,0,0,94,71,0,0,2,0
1653,1,184,2,1,149,61,91,84,0,0,2,0
