ID,task,best,second_pref,third_pref,worst,brand_1,country_1,char_1,side_effects_1,price_1,brand_2,country_2,char_2,side_effects_2,price_2,brand_3,country_3,char_3,side_effects_3,price_3,brand_4,country_4,char_4,side_effects_4,price_4,regular_user,university_educated,over_50,attitude_quality,attitude_ingredients,attitude_patent,attitude_dominance
123,9,2,1,4,3,Novum,Denmark,double strength,1,2.25,Artemis,USA,fast acting,1,2.5,Supermarket,Brazil,standard,1000,2.5,BestValue,India,fast acting,10,2.25,1,0,1,3,3,3,1
123,10,1,2,3,4,Artemis,Switzerland,standard,1,4.5,Novum,Denmark,fast acting,100,2.5,BestValue,Russia,fast acting,10,2.25,Supermarket,USA,standard,1000,2.5,1,0,1,3,3,3,1
124,1,3,2,4,1,Novum,Denmark,standard,1,3,Novum,Switzerland,standard,1,4.5,BestValue,India,standard,10,0.75,Supermarket,India,fast acting,1000,2.5,1,0,0,2,3,1,5
124,2,4,1,3,2,Artemis,USA,double strength,1,2.25,Artemis,Switzerland,standard,100,4.5,Supermarket,India,fast acting,1000,2.25,BestValue,Russia,fast acting,10,0.75,1,0,0,2,3,1,5
124,3,4,3,1,2,Artemis,Switzerland,fast acting,100,4.5,Novum,Switzerland,standard,1,2.25,PainAway,USA,standard,10,0.75,Supermarket,India,fast acting,10,2.5,1,0,0,2,3,1,5
124,4,3,2,1,4,Novum,USA,fast acting,10,2.5,Artemis,USA,double strength,1,2.5,PainAway,Brazil,fast acting,100,1.5,BestValue,Russia,standard,100,1.5,1,0,0,2,3,1,5
124,5,4,3,2,1,Novum,USA,fast acting,1,2.5,Novum,Switzerland,double strength,100,4.5,BestValue,Brazil,fast acting,1000,1.5,Supermarket,USA,standard,100,1.5,1,0,0,2,3,1,5
124,6,4,1,3,2,Artemis,Denmark,standard,1,3,Artemis,Denmark,fast acting,100,3,BestValue,USA,fast acting,1000,1.5,PainAway,USA,standard,100,1.5,1,0,0,2,3,1,5
124,7,4,1,3,2,Novum,Switzerland,standard,1,2.5,Artemis,Switzerland,fast acting,10,4.5,Supermarket,USA,standard,1000,1.5,BestValue,India,fast acting,10,0.75,1,0,0,2,3,1,5
124,8,1,4,3,2,Artemis,Denmark,double strength,10,2.25,Artemis,Denmark,standard,10,3.5,PainAway,Russia,fast acting,10,2.5,PainAway,India,standard,10,0.75,1,0,0,2,3,1,5
124,9,1,3,2,4,Novum,USA,fast acting,10,2.25,Artemis,Denmark,standard,10,4.5,PainAway,Russia,fast acting,100,2.25,BestValue,India,standard,1000,2.5,1,0,0,2,3,1,5
124,10,2,4,3,1,Novum,Denmark,double strength,100,4.5,Artemis,USA,double strength,10,2.5,PainAway,Russia,standard,10,2.25,Supermarket,USA,fast acting,10,1.5,1,0,0,2,3,1,5
125,1,2,1,4,3,Novum,USA,standard,10,3,Artemis,USA,double strength,100,3,Supermarket,Brazil,standard,1000,2.5,PainAway,Russia,standard,100,0.75,0,1,0,3,4,5,2
125,2,2,4,3,1,Novum,USA,fast acting,10,3,Artemis,Denmark,double strength,100,3,BestValue,USA,standard,100,2.25,BestValue,India,fast acting,10,2.25,0,1,0,3,4,5,2
125,3,1,4,2,3,Novum,Denmark,fast acting,100,2.25,Artemis,USA,standard,10,2.25,PainAway,Russia,fast acting,10,2.25,Supermarket,Brazil,fast acting,10,2.25,0,1,0,3,4,5,2
125,4,2,1,4,3,Novum,Switzerland,standard,100,3,Artemis,USA,fast acting,10,2.25,BestValue,Brazil,standard,1000,0.75,PainAway,USA,standard,10,1.5,0,1,0,3,4,5,2
125,5,3,1,4,2,Novum,USA,fast acting,100,2.25,Novum,Denmark,standard,100,3.5,PainAway,Brazil,fast acting,100,0.75,Supermarket,Russia,standard,1000,2.5,0,1,0,3,4,5,2
125,6,1,4,3,2,Artemis,Switzerland,double strength,10,2.5,Artemis,USA,fast acting,10,4.5,BestValue,Brazil,standard,1000,0.75,PainAway,India,fast acting,1000,2.25,0,1,0,3,4,5,2
125,7,1,4,2,3,Artemis,Denmark,double strength,1,2.5,Novum,USA,fast acting,1,2.5,BestValue,Brazil,fast acting,10,2.5,BestValue,Russia,fast acting,100,1.5,0,1,0,3,4,5,2
125,8,2,3,1,4,Novum,USA,double strength,1,3.5,Novum,Switzerland,double strength,100,3,BestValue,USA,fast acting,100,2.5,Supermarket,Brazil,standard,1000,2.25,0,1,0,3,4,5,2
125,9,1,2,4,3,Artemis,USA,standard,100,2.25,Novum,Denmark,double strength,1,2.25,BestValue,India,standard,1000,2.25,PainAway,USA,standard,1000,2.5,0,1,0,3,4,5,2
125,10,4,3,1,2,Artemis,Denmark,double strength,10,2.5,Novum,Switzerland,standard,10,2.5,Supermarket,Brazil,fast acting,100,0.75,BestValue,USA,standard,10,1.5,0,1,0,3,4,5,2
126,1,1,2,4,3,Artemis,Denmark,standard,10,4.5,Novum,USA,double strength,100,2.25,PainAway,India,standard,100,2.25,Supermarket,Brazil,standard,1000,0.75,1,0,0,5,2,1,5
126,2,2,1,4,3,Novum,USA,fast acting,10,3.5,Novum,Denmark,double strength,10,3,Supermarket,Brazil,standard,100,0.75,Supermarket,Brazil,fast acting,100,2.5,1,0,0,5,2,1,5
126,3,1,2,4,3,Artemis,Denmark,double strength,100,4.5,Artemis,Denmark,fast acting,1,3,Supermarket,Russia,standard,10,2.5,PainAway,India,fast acting,1000,2.5,1,0,0,5,2,1,5
126,4,1,2,3,4,Artemis,Denmark,double strength,100,2.5,Artemis,USA,standard,1,3.5,Supermarket,Russia,standard,1000,0.75,BestValue,India,standard,10,1.5,1,0,0,5,2,1,5
126,5,2,4,1,3,Artemis,USA,standard,1,2.5,Artemis,Switzerland,double strength,10,4.5,BestValue,Brazil,standard,10,0.75,PainAway,Brazil,fast acting,10,0.75,1,0,0,5,2,1,5
126,6,4,1,2,3,Novum,Denmark,double strength,10,3,Novum,USA,standard,10,3.5,Supermarket,USA,fast acting,1000,2.5,Supermarket,India,fast acting,1000,0.75,1,0,0,5,2,1,5
126,7,2,1,4,3,Novum,Denmark,standard,10,3,Artemis,USA,standard,100,3.5,BestValue,USA,fast acting,1000,1.5,Supermarket,USA,standard,100,1.5,1,0,0,5,2,1,5
126,8,2,3,1,4,Artemis,USA,standard,100,4.5,Artemis,Denmark,standard,1,3.5,PainAway,Brazil,fast acting,10,2.5,BestValue,Russia,standard,1000,0.75,1,0,0,5,2,1,5
126,9,1,3,2,4,Novum,Switzerland,fast acting,100,3,Novum,Denmark,double strength,1,2.5,BestValue,Russia,fast acting,100,2.5,Supermarket,Brazil,fast acting,100,0.75,1,0,0,5,2,1,5
126,10,2,1,4,3,Novum,Switzerland,double strength,100,2.5,Artemis,USA,double strength,1,3,BestValue,India,standard,10,0.75,Supermarket,Russia,standard,100,2.5,1,0,0,5,2,1,5
127,1,4,3,2,1,Artemis,Switzerland,double strength,10,3,Novum,Denmark,standard,10,3,BestValue,USA,standard,1000,0.75,BestValue,Russia,fast acting,100,2.5,1,0,0,5,5,1,3
127,2,1,4,3,2,Novum,Denmark,fast acting,100,2.5,Artemis,Switzerland,standard,10,2.5,BestValue,Brazil,fast acting,1000,1.5,PainAway,Russia,fast acting,10,2.5,1,0,0,5,5,1,3
127,3,4,1,2,3,Novum,Denmark,standard,10,2.5,Artemis,Denmark,standard,10,3,PainAway,India,fast acting,10,2.5,BestValue,Russia,fast acting,10,0.75,1,0,0,5,5,1,3
127,4,3,2,4,1,Artemis,USA,fast acting,1,4.5,Novum,Switzerland,double strength,100,3,PainAway,USA,standard,10,1.5,PainAway,Brazil,standard,100,1.5,1,0,0,5,5,1,3
127,5,1,3,2,4,Novum,Switzerland,standard,1,2.25,Artemis,Switzerland,double strength,1,3.5,BestValue,Russia,standard,10,2.25,PainAway,India,fast acting,10,2.25,1,0,0,5,5,1,3
127,6,3,2,4,1,Novum,USA,double strength,100,4.5,Novum,Denmark,fast acting,10,4.5,PainAway,India,fast acting,10,2.25,Supermarket,Brazil,fast acting,1000,2.25,1,0,0,5,5,1,3
127,7,2,1,3,4,Artemis,Denmark,double strength,1,3,Novum,Switzerland,double strength,100,3,PainAway,USA,standard,1000,2.25,PainAway,Russia,standard,10,0.75,1,0,0,5,5,1,3
127,8,2,3,1,4,Novum,USA,double strength,100,2.25,Artemis,Switzerland,standard,10,3.5,PainAway,USA,fast acting,100,1.5,BestValue,Russia,fast acting,1000,0.75,1,0,0,5,5,1,3
127,9,4,3,2,1,Novum,Switzerland,double strength,100,3,Artemis,USA,fast acting,1,2.25,BestValue,Brazil,fast acting,100,0.75,PainAway,Russia,fast acting,100,1.5,1,0,0,5,5,1,3
127,10,3,2,1,4,Artemis,USA,standard,10,3.5,Novum,Switzerland,fast acting,100,2.5,Supermarket,Brazil,fast acting,10,2.5,PainAway,Russia,standard,1000,0.75,1,0,0,5,5,1,3
128,1,2,3,4,1,Novum,USA,fast acting,100,4.5,Artemis,Denmark,fast acting,10,2.5,BestValue,Russia,standard,10,2.5,Supermarket,Brazil,standard,1000,2.25,0,1,0,5,3,4,3
128,2,1,2,4,3,Novum,Switzerland,double strength,10,2.5,Artemis,Switzerland,double strength,1,4.5,Supermarket,USA,standard,100,2.25,PainAway,USA,fast acting,10,2.5,0,1,0,5,3,4,3
128,3,2,4,3,1,Novum,Denmark,double strength,1,4.5,Artemis,USA,standard,10,2.25,PainAway,India,standard,1000,1.5,BestValue,Brazil,fast acting,100,1.5,0,1,0,5,3,4,3
128,4,2,1,3,4,Novum,Denmark,standard,10,2.5,Artemis,Switzerland,double strength,100,3,BestValue,USA,standard,100,0.75,BestValue,Russia,fast acting,100,0.75,0,1,0,5,3,4,3
128,5,1,2,3,4,Artemis,Switzerland,standard,1,3.5,Novum,USA,fast acting,100,2.5,PainAway,Russia,fast acting,100,1.5,Supermarket,USA,standard,1000,1.5,0,1,0,5,3,4,3
128,6,2,1,3,4,Novum,Denmark,fast acting,10,4.5,Novum,USA,double strength,10,2.5,Supermarket,USA,standard,1000,2.25,Supermarket,Russia,fast acting,100,2.25,0,1,0,5,3,4,3
128,7,1,3,4,2,Artemis,Denmark,fast acting,10,3.5,Novum,Switzerland,standard,1,3.5,PainAway,Russia,standard,100,1.5,BestValue,Brazil,standard,1000,0.75,0,1,0,5,3,4,3
128,8,4,1,2,3,Artemis,Denmark,fast acting,100,3.5,Novum,Switzerland,standard,1,3,PainAway,Brazil,fast acting,1000,0.75,Supermarket,India,standard,100,2.25,0,1,0,5,3,4,3
128,9,3,2,4,1,Artemis,Switzerland,double strength,1,3,Novum,Switzerland,standard,10,4.5,BestValue,India,fast acting,10,2.5,PainAway,Brazil,fast acting,1000,0.75,0,1,0,5,3,4,3
128,10,2,1,3,4,Novum,USA,standard,1,2.5,Artemis,USA,double strength,100,4.5,BestValue,India,standard,1000,1.5,BestValue,USA,fast acting,1000,2.5,0,1,0,5,3,4,3
129,1,1,4,3,2,Artemis,Denmark,double strength,100,2.25,Novum,USA,fast acting,100,4.5,BestValue,India,fast acting,100,2.25,PainAway,Brazil,fast acting,10,1.5,1,0,1,1,4,3,3
129,2,4,3,2,1,Novum,USA,fast acting,1,2.25,Novum,Switzerland,standard,100,3,PainAway,Russia,fast acting,10,1.5,BestValue,USA,fast acting,10,2.5,1,0,1,1,4,3,3
129,3,1,2,4,3,Artemis,USA,fast acting,100,4.5,Novum,Denmark,standard,1,2.5,BestValue,USA,standard,100,2.25,Supermarket,Russia,fast acting,1000,2.5,1,0,1,1,4,3,3
129,4,1,4,3,2,Novum,Denmark,standard,100,2.5,Novum,USA,double strength,10,3,BestValue,USA,fast acting,1000,2.5,BestValue,Russia,standard,1000,1.5,1,0,1,1,4,3,3
129,5,1,3,4,2,Novum,Denmark,double strength,100,3,Novum,USA,fast acting,10,3.5,Supermarket,USA,fast acting,10,2.25,PainAway,India,fast acting,10,2.25,1,0,1,1,4,3,3
129,6,2,3,1,4,Novum,Denmark,standard,100,2.25,Artemis,USA,fast acting,1,2.5,BestValue,Russia,fast acting,10,2.5,Supermarket,India,standard,100,0.75,1,0,1,1,4,3,3
129,7,1,4,2,3,Novum,Switzerland,fast acting,100,2.5,Artemis,USA,double strength,10,4.5,PainAway,USA,standard,1000,1.5,PainAway,Brazil,standard,100,0.75,1,0,1,1,4,3,3
129,8,3,2,1,4,Novum,USA,standard,100,3,Artemis,Denmark,standard,10,4.5,Supermarket,India,fast acting,10,2.5,BestValue,Brazil,standard,10,2.25,1,0,1,1,4,3,3
129,9,2,4,1,3,Novum,Switzerland,standard,1,2.5,Artemis,Switzerland,double strength,1,3.5,BestValue,Russia,standard,100,0.75,Supermarket,USA,standard,10,2.25,1,0,1,1,4,3,3
129,10,3,1,2,4,Artemis,Switzerland,standard,1,3.5,Artemis,Denmark,standard,10,3,Supermarket,Brazil,fast acting,1000,1.5,PainAway,USA,fast acting,10,2.5,1,0,1,1,4,3,3
130,1,4,1,3,2,Artemis,Denmark,standard,100,2.25,Artemis,Switzerland,fast acting,1,2.25,PainAway,Russia,fast acting,1000,0.75,BestValue,India,fast acting,100,1.5,0,0,0,1,3,2,3
130,2,1,2,3,4,Artemis,Switzerland,fast acting,1,2.25,Artemis,Denmark,standard,100,2.5,Supermarket,Brazil,standard,100,1.5,PainAway,India,standard,1000,2.5,0,0,0,1,3,2,3
130,3,3,1,2,4,Novum,Denmark,fast acting,10,2.25,Novum,Denmark,fast acting,100,2.25,PainAway,India,fast acting,10,0.75,BestValue,USA,fast acting,100,1.5,0,0,0,1,3,2,3
130,4,4,3,2,1,Artemis,USA,standard,1,3,Novum,Denmark,standard,1,4.5,PainAway,Russia,fast acting,1000,2.25,BestValue,India,standard,10,2.5,0,0,0,1,3,2,3
130,5,4,2,3,1,Novum,Switzerland,standard,10,3.5,Artemis,Denmark,double strength,10,2.25,PainAway,Brazil,standard,100,2.25,Supermarket,India,fast acting,1000,0.75,0,0,0,1,3,2,3
130,6,3,2,4,1,Novum,Switzerland,standard,100,4.5,Novum,Switzerland,fast acting,100,2.5,Supermarket,India,standard,100,0.75,PainAway,Russia,fast acting,1000,2.25,0,0,0,1,3,2,3
130,7,2,1,3,4,Novum,USA,double strength,100,3.5,Novum,Denmark,standard,100,3.5,PainAway,India,fast acting,10,2.25,Supermarket,Russia,fast acting,1000,0.75,0,0,0,1,3,2,3
130,8,1,4,2,3,Artemis,Switzerland,fast acting,1,3,Novum,USA,fast acting,1,2.5,Supermarket,USA,standard,10,1.5,BestValue,USA,standard,100,0.75,0,0,0,1,3,2,3
130,9,2,3,1,4,Artemis,Denmark,fast acting,1,3.5,Novum,Denmark,double strength,100,2.5,Supermarket,India,fast acting,1000,1.5,PainAway,India,fast acting,10,2.25,0,0,0,1,3,2,3
130,10,3,1,2,4,Artemis,USA,standard,10,2.5,Artemis,USA,double strength,1,4.5,PainAway,USA,fast acting,10,1.5,Supermarket,India,standard,1000,1.5,0,0,0,1,3,2,3
131,1,3,4,2,1,Novum,USA,double strength,100,2.5,Artemis,Switzerland,fast acting,1,4.5,BestValue,India,standard,1000,0.75,BestValue,USA,fast acting,10,0.75,0,0,1,2,4,2,3
131,2,1,3,4,2,Artemis,Switzerland,double strength,10,2.25,Artemis,USA,double strength,100,2.25,BestValue,USA,fast acting,100,2.25,BestValue,India,standard,10,2.25,0,0,1,2,4,2,3
131,3,1,3,4,2,Artemis,USA,standard,1,2.25,Novum,Denmark,standard,10,3,Supermarket,Russia,fast acting,10,0.75,Supermarket,India,standard,100,2.5,0,0,1,2,4,2,3
131,4,2,4,1,3,Novum,Denmark,double strength,10,3,Artemis,Switzerland,fast acting,100,2.25,PainAway,Russia,fast acting,100,2.25,Supermarket,USA,standard,100,2.5,0,0,1,2,4,2,3
131,5,3,2,1,4,Artemis,USA,double strength,100,3.5,Artemis,USA,standard,10,3.5,BestValue,Russia,fast acting,10,2.5,PainAway,Brazil,fast acting,100,0.75,0,0,1,2,4,2,3
131,6,2,4,1,3,Novum,Denmark,double strength,1,4.5,Artemis,Switzerland,standard,100,2.25,Supermarket,India,standard,100,2.5,BestValue,Russia,fast acting,1000,1.5,0,0,1,2,4,2,3
131,7,1,3,2,4,Artemis,Switzerland,fast acting,1,3.5,Novum,USA,fast acting,1,3.5,BestValue,India,standard,100,1.5,PainAway,Brazil,fast acting,100,2.25,0,0,1,2,4,2,3
131,8,1,2,3,4,Novum,Switzerland,standard,1,2.25,Novum,Denmark,fast acting,1,4.5,Supermarket,Brazil,fast acting,10,2.25,BestValue,USA,standard,1000,2.25,0,0,1,2,4,2,3
131,9,2,1,4,3,Artemis,USA,double strength,10,3,Artemis,Switzerland,standard,100,2.25,BestValue,India,standard,1000,2.25,Supermarket,Russia,fast acting,10,2.5,0,0,1,2,4,2,3
131,10,2,4,1,3,Novum,Switzerland,fast acting,100,3.5,Novum,Switzerland,double strength,1,2.25,PainAway,Brazil,standard,1000,0.75,BestValue,USA,standard,100,2.25,0,0,1,2,4,2,3
132,1,3,1,2,4,Novum,USA,double strength,1,3.5,Artemis,Denmark,fast acting,100,3.5,Supermarket,Russia,standard,100,1.5,BestValue,Russia,standard,1000,1.5,1,1,0,1,5,2,5
132,2,4,1,2,3,Artemis,Switzerland,fast acting,1,2.25,Novum,USA,double strength,10,3,Supermarket,India,standard,1000,2.25,Supermarket,India,fast acting,10,0.75,1,1,0,1,5,2,5
132,3,2,3,4,1,Novum,Switzerland,standard,10,3.5,Novum,USA,fast acting,1,2.25,PainAway,USA,standard,100,0.75,PainAway,Brazil,standard,1000,1.5,1,1,0,1,5,2,5
132,4,2,4,1,3,Artemis,Denmark,fast acting,1,3.5,Artemis,Switzerland,standard,100,3,BestValue,Brazil,standard,100,2.25,PainAway,USA,standard,100,0.75,1,1,0,1,5,2,5
132,5,2,1,3,4,Artemis,Switzerland,fast acting,100,3.5,Artemis,Switzerland,double strength,1,3.5,PainAway,Brazil,standard,10,2.5,Supermarket,Russia,standard,10,2.5,1,1,0,1,5,2,5
132,6,1,4,3,2,Artemis,Denmark,fast acting,10,2.25,Novum,USA,fast acting,1,3.5,PainAway,Brazil,standard,1000,2.5,PainAway,Brazil,standard,100,2.5,1,1,0,1,5,2,5
132,7,1,2,4,3,Artemis,USA,fast acting,10,2.25,Novum,Denmark,standard,1,3,Supermarket,India,fast acting,1000,2.5,PainAway,Brazil,standard,100,1.5,1,1,0,1,5,2,5
132,8,1,3,4,2,Artemis,Denmark,fast acting,10,3.5,Artemis,USA,standard,100,2.5,Supermarket,USA,fast acting,1000,0.75,BestValue,Brazil,standard,10,2.25,1,1,0,1,5,2,5
132,9,2,1,4,3,Novum,Switzerland,double strength,10,3.5,Artemis,Switzerland,double strength,10,2.5,Supermarket,Russia,fast acting,100,1.5,BestValue,USA,standard,10,1.5,1,1,0,1,5,2,5
132,10,3,2,1,4,Artemis,USA,double strength,100,4.5,Novum,Switzerland,standard,10,3.5,BestValue,Brazil,fast acting,100,2.5,PainAway,India,fast acting,1000,2.25,1,1,0,1,5,2,5
133,1,2,3,1,4,Artemis,USA,fast acting,10,4.5,Artemis,Denmark,standard,10,2.25,Supermarket,India,fast acting,10,2.5,BestValue,India,standard,10,1.5,0,1,0,4,1,4,3
133,2,2,1,4,3,Novum,Denmark,standard,10,3,Artemis,USA,fast acting,1,2.25,BestValue,USA,fast acting,100,2.5,PainAway,USA,fast acting,100,2.5,0,1,0,4,1,4,3
133,3,4,2,1,3,Novum,USA,fast acting,100,4.5,Novum,Denmark,fast acting,10,2.5,BestValue,Russia,standard,1000,1.5,Supermarket,Brazil,standard,10,1.5,0,1,0,4,1,4,3
133,4,3,1,4,2,Artemis,Switzerland,double strength,1,4.5,Novum,Switzerland,standard,100,2.25,PainAway,Russia,fast acting,100,1.5,BestValue,USA,fast acting,1000,0.75,0,1,0,4,1,4,3
133,5,1,2,4,3,Artemis,USA,double strength,10,3,Novum,Denmark,fast acting,1,2.25,PainAway,USA,standard,10,1.5,PainAway,Russia,standard,100,1.5,0,1,0,4,1,4,3
133,6,1,2,4,3,Artemis,Switzerland,fast acting,10,2.5,Novum,Denmark,fast acting,1,3,PainAway,Brazil,fast acting,1000,0.75,BestValue,Russia,fast acting,10,1.5,0,1,0,4,1,4,3
133,7,4,3,2,1,Artemis,Denmark,double strength,10,4.5,Novum,USA,fast acting,1,3,PainAway,India,fast acting,100,2.5,Supermarket,Brazil,standard,100,0.75,0,1,0,4,1,4,3
133,8,3,4,2,1,Novum,Switzerland,fast acting,10,4.5,Artemis,Denmark,double strength,10,3.5,Supermarket,USA,standard,100,1.5,BestValue,India,fast acting,100,2.25,0,1,0,4,1,4,3
133,9,4,2,1,3,Artemis,USA,standard,1,3.5,Novum,Switzerland,fast acting,10,4.5,BestValue,Russia,standard,1000,2.25,Supermarket,Russia,standard,100,2.5,0,1,0,4,1,4,3
133,10,2,3,1,4,Novum,Denmark,standard,10,2.5,Artemis,Switzerland,fast acting,10,2.25,BestValue,USA,fast acting,1000,0.75,PainAway,USA,standard,100,2.25,0,1,0,4,1,4,3
134,1,2,1,3,4,Novum,Switzerland,fast acting,100,3.5,Artemis,Denmark,fast acting,100,2.5,PainAway,USA,fast acting,100,2.5,Supermarket,Russia,standard,10,0.75,0,0,1,4,5,2,2
134,2,1,2,3,4,Artemis,Switzerland,double strength,1,3,Novum,Denmark,fast acting,10,3.5,PainAway,Brazil,standard,10,2.25,PainAway,India,standard,1000,1.5,0,0,1,4,5,2,2
134,3,2,3,1,4,Artemis,Switzerland,double strength,100,4.5,Novum,USA,double strength,100,2.25,Supermarket,India,fast acting,1000,0.75,Supermarket,Brazil,fast acting,10,1.5,0,0,1,4,5,2,2
134,4,3,1,2,4,Novum,USA,fast acting,1,3,Artemis,Switzerland,double strength,1,4.5,PainAway,USA,fast acting,100,2.25,PainAway,Brazil,standard,1000,0.75,0,0,1,4,5,2,2
134,5,2,1,4,3,Artemis,Denmark,double strength,10,4.5,Novum,Switzerland,double strength,10,2.25,Supermarket,Russia,standard,10,2.25,Supermarket,USA,fast acting,10,2.25,0,0,1,4,5,2,2
134,6,2,4,1,3,Artemis,Switzerland,standard,10,4.5,Artemis,Switzerland,double strength,1,2.5,Supermarket,Russia,standard,1000,2.5,BestValue,Brazil,standard,100,2.25,0,0,1,4,5,2,2
134,7,3,2,1,4,Novum,Switzerland,standard,1,4.5,Artemis,USA,double strength,1,2.25,Supermarket,Russia,standard,10,2.5,Supermarket,India,fast acting,1000,2.5,0,0,1,4,5,2,2
134,8,4,1,2,3,Artemis,Denmark,fast acting,100,2.5,Novum,Denmark,standard,1,3.5,PainAway,India,standard,10,2.5,Supermarket,USA,standard,100,1.5,0,0,1,4,5,2,2
134,9,1,2,3,4,Artemis,Denmark,double strength,1,2.25,Novum,Switzerland,fast acting,10,4.5,Supermarket,Russia,standard,10,0.75,PainAway,Brazil,standard,10,2.5,0,0,1,4,5,2,2
134,10,1,2,3,4,Novum,Switzerland,fast acting,10,3,Novum,Denmark,standard,100,3,Supermarket,Russia,standard,10,1.5,Supermarket,USA,fast acting,10,2.5,0,0,1,4,5,2,2
135,1,2,3,4,1,Artemis,USA,fast acting,100,3.5,Artemis,Denmark,fast acting,100,3.5,PainAway,India,fast acting,100,0.75,BestValue,Brazil,fast acting,100,2.25,0,1,0,3,5,4,3
135,2,2,3,1,4,Novum,Switzerland,double strength,1,3.5,Artemis,Denmark,double strength,100,2.5,Supermarket,India,standard,10,0.75,PainAway,USA,fast acting,1000,2.25,0,1,0,3,5,4,3
135,3,2,3,4,1,Artemis,USA,standard,1,3,Novum,Denmark,fast acting,100,3.5,Supermarket,Brazil,fast acting,100,2.5,BestValue,India,standard,1000,2.25,0,1,0,3,5,4,3
135,4,2,3,4,1,Novum,Switzerland,fast acting,1,3.5,Novum,USA,double strength,100,3,Supermarket,Brazil,fast acting,1000,1.5,PainAway,Russia,standard,1000,2.25,0,1,0,3,5,4,3
135,5,1,3,2,4,Artemis,Switzerland,standard,10,2.25,Novum,USA,fast acting,100,4.5,BestValue,India,fast acting,10,0.75,Supermarket,Russia,fast acting,100,2.25,0,1,0,3,5,4,3
135,6,3,1,4,2,Artemis,Denmark,standard,100,2.25,Novum,USA,double strength,10,4.5,BestValue,USA,standard,1000,1.5,PainAway,Brazil,fast acting,1000,2.5,0,1,0,3,5,4,3
135,7,1,3,2,4,Novum,USA,standard,100,2.5,Artemis,USA,standard,100,4.5,Supermarket,Brazil,standard,100,2.25,PainAway,USA,fast acting,100,0.75,0,1,0,3,5,4,3
135,8,2,3,1,4,Artemis,USA,standard,100,2.5,Novum,Switzerland,double strength,1,3.5,Supermarket,India,standard,100,1.5,BestValue,Brazil,fast acting,1000,2.5,0,1,0,3,5,4,3
135,9,4,1,2,3,Novum,Denmark,double strength,1,2.25,Artemis,USA,fast acting,1,2.5,Supermarket,Brazil,standard,1000,2.5,BestValue,India,fast acting,10,2.25,0,1,0,3,5,4,3
135,10,3,2,4,1,Artemis,Switzerland,standard,1,4.5,Novum,Denmark,fast acting,100,2.5,BestValue,Russia,fast acting,10,2.25,Supermarket,USA,standard,1000,2.5,0,1,0,3,5,4,3
136,1,1,4,3,2,Novum,Denmark,standard,1,3,Novum,Switzerland,standard,1,4.5,BestValue,India,standard,10,0.75,Supermarket,India,fast acting,1000,2.5,0,0,1,3,5,3,4
136,2,3,1,4,2,Artemis,USA,double strength,1,2.25,Artemis,Switzerland,standard,100,4.5,Supermarket,India,fast acting,1000,2.25,BestValue,Russia,fast acting,10,0.75,0,0,1,3,5,3,4
136,3,1,3,4,2,Artemis,Switzerland,fast acting,100,4.5,Novum,Switzerland,standard,1,2.25,PainAway,USA,standard,10,0.75,Supermarket,India,fast acting,10,2.5,0,0,1,3,5,3,4
136,4,3,1,2,4,Novum,USA,fast acting,10,2.5,Artemis,USA,double strength,1,2.5,PainAway,Brazil,fast acting,100,1.5,BestValue,Russia,standard,100,1.5,0,0,1,3,5,3,4
136,5,1,2,3,4,Novum,USA,fast acting,1,2.5,Novum,Switzerland,double strength,100,4.5,BestValue,Brazil,fast acting,1000,1.5,Supermarket,USA,standard,100,1.5,0,0,1,3,5,3,4
136,6,4,2,3,1,Artemis,Denmark,standard,1,3,Artemis,Denmark,fast acting,100,3,BestValue,USA,fast acting,1000,1.5,PainAway,USA,standard,100,1.5,0,0,1,3,5,3,4
136,7,4,2,3,1,Novum,Switzerland,standard,1,2.5,Artemis,Switzerland,fast acting,10,4.5,Supermarket,USA,standard,1000,1.5,BestValue,India,fast acting,10,0.75,0,0,1,3,5,3,4
136,8,1,3,4,2,Artemis,Denmark,double strength,10,2.25,Artemis,Denmark,standard,10,3.5,PainAway,Russia,fast acting,10,2.5,PainAway,India,standard,10,0.75,0,0,1,3,5,3,4
136,9,2,1,3,4,Novum,USA,fast acting,10,2.25,Artemis,Denmark,standard,10,4.5,PainAway,Russia,fast acting,100,2.25,BestValue,India,standard,1000,2.5,0,0,1,3,5,3,4
136,10,4,1,2,3,Novum,Denmark,double strength,100,4.5,Artemis,USA,double strength,10,2.5,PainAway,Russia,standard,10,2.25,Supermarket,USA,fast acting,10,1.5,0,0,1,3,5,3,4
137,1,1,2,4,3,Novum,USA,standard,10,3,Artemis,USA,double strength,100,3,Supermarket,Brazil,standard,1000,2.5,PainAway,Russia,standard,100,0.75,1,1,0,2,2,2,3
137,2,1,4,3,2,Novum,USA,fast acting,10,3,Artemis,Denmark,double strength,100,3,BestValue,USA,standard,100,2.25,BestValue,India,fast acting,10,2.25,1,1,0,2,2,2,3
137,3,2,1,3,4,Novum,Denmark,fast acting,100,2.25,Artemis,USA,standard,10,2.25,PainAway,Russia,fast acting,10,2.25,Supermarket,Brazil,fast acting,10,2.25,1,1,0,2,2,2,3
