GROUP,SURVEY,SP,ID,obsID,altID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,AV,CAR_AV,SM_AV,TT,COST,HE,SEATS,CHOICE,chosen
3,1,1,1115,10033,1,4,1,1,1,0,2,1,2,0,22,1,1,1,1,170,113,60,0,3,0
3,1,1,1115,10034,1,4,1,1,1,0,2,1,2,0,22,1,1,1,1,170,94,120,0,2,0
3,1,1,1115,10035,1,4,1,1,1,0,2,1,2,0,22,1,1,1,1,188,113,30,0,1,1
3,1,1,1116,10036,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,106,60,30,0,3,0
3,1,1,1116,10037,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,106,60,120,0,2,0
3,1,1,1116,10038,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,106,54,30,0,2,0
3,1,1,1116,10039,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,85,54,60,0,3,0
3,1,1,1116,10040,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,92,60,30,0,2,0
3,1,1,1116,10041,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,92,54,30,0,3,0
3,1,1,1116,10042,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,92,72,60,0,3,0
3,1,1,1116,10043,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,106,72,30,0,3,0
3,1,1,1116,10044,1,4,1,1,1,0,2,1,3,0,1,2,1,1,1,92,60,60,0,3,0
3,1,1,1117,10045,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,125,82,120,0,1,1
3,1,1,1117,10046,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,114,82,30,0,1,1
3,1,1,1117,10047,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,146,82,60,0,3,0
3,1,1,1117,10048,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,114,68,30,0,3,0
3,1,1,1117,10049,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,146,61,60,0,1,1
3,1,1,1117,10050,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,125,61,120,0,1,1
3,1,1,1117,10051,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,114,82,120,0,1,1
3,1,1,1117,10052,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,114,61,30,0,1,1
3,1,1,1117,10053,1,4,1,1,1,0,3,0,3,0,25,2,1,1,1,146,68,60,0,3,0
3,1,1,1118,10054,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,226,101,120,0,3,0
3,1,1,1118,10055,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,207,101,30,0,2,0
3,1,1,1118,10056,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,265,101,60,0,3,0
3,1,1,1118,10057,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,207,84,30,0,3,0
3,1,1,1118,10058,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,265,76,60,0,2,0
3,1,1,1118,10059,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,226,76,120,0,3,0
3,1,1,1118,10060,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,207,101,120,0,3,0
3,1,1,1118,10061,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,207,76,30,0,2,0
3,1,1,1118,10062,1,4,1,1,1,0,4,0,2,0,22,3,1,1,1,265,84,60,0,3,0
3,1,1,1119,10063,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,171,89,120,0,3,0
3,1,1,1119,10064,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,155,89,30,0,3,0
3,1,1,1119,10065,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,203,89,60,0,3,0
3,1,1,1119,10066,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,155,74,30,0,3,0
3,1,1,1119,10067,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,203,67,60,0,2,0
3,1,1,1119,10068,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,171,67,120,0,3,0
3,1,1,1119,10069,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,155,89,120,0,3,0
3,1,1,1119,10070,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,155,67,30,0,3,0
3,1,1,1119,10071,1,4,1,1,1,0,4,1,2,0,1,2,1,1,1,203,74,60,0,3,0
3,1,1,1120,10072,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,176,89,120,0,3,0
3,1,1,1120,10073,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,159,89,30,0,2,0
3,1,1,1120,10074,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,209,89,60,0,3,0
3,1,1,1120,10075,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,159,74,30,0,3,0
3,1,1,1120,10076,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,209,67,60,0,2,0
3,1,1,1120,10077,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,176,67,120,0,3,0
3,1,1,1120,10078,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,159,89,120,0,3,0
3,1,1,1120,10079,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,159,67,30,0,3,0
3,1,1,1120,10080,1,4,1,1,1,0,4,1,2,0,25,2,1,1,1,209,74,60,0,3,0
3,1,1,1121,10081,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,292,94,30,0,3,0
3,1,1,1121,10082,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,292,94,120,0,2,0
3,1,1,1121,10083,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,292,85,30,0,2,0
3,1,1,1121,10084,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,234,85,60,0,3,0
3,1,1,1121,10085,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,253,94,30,0,2,0
3,1,1,1121,10086,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,253,85,30,0,3,0
3,1,1,1121,10087,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,253,113,60,0,3,0
3,1,1,1121,10088,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,292,113,30,0,3,0
3,1,1,1121,10089,1,4,1,1,1,0,4,1,3,0,1,22,1,1,1,253,94,60,0,2,0
3,1,1,1122,10090,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,168,101,120,0,3,0
3,1,1,1122,10091,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,152,101,30,0,2,0
3,1,1,1122,10092,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,200,101,60,0,3,0
3,1,1,1122,10093,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,152,84,30,0,3,0
3,1,1,1122,10094,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,200,76,60,0,2,0
3,1,1,1122,10095,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,168,76,120,0,1,1
3,1,1,1122,10096,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,152,101,120,0,3,0
3,1,1,1122,10097,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,152,76,30,0,2,0
3,1,1,1122,10098,1,4,1,1,1,0,4,1,3,0,2,15,1,1,1,200,84,60,0,3,0
3,1,1,1123,10099,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,626,175,120,0,3,0
3,1,1,1123,10100,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,475,131,120,0,3,0
3,1,1,1123,10101,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,626,131,120,0,3,0
3,1,1,1123,10102,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,525,131,60,0,2,0
3,1,1,1123,10103,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,525,146,120,0,2,0
3,1,1,1123,10104,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,475,146,60,0,1,1
3,1,1,1123,10105,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,475,175,60,0,3,0
3,1,1,1123,10106,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,475,146,120,0,2,0
3,1,1,1123,10107,1,4,1,1,1,0,4,1,3,0,25,18,1,1,1,525,175,30,0,1,1
3,1,1,1124,10108,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,214,113,120,0,3,0
3,1,1,1124,10109,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,193,113,30,0,2,0
3,1,1,1124,10110,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,257,113,60,0,3,0
3,1,1,1124,10111,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,193,94,30,0,3,0
3,1,1,1124,10112,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,257,85,60,0,2,0
3,1,1,1124,10113,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,214,85,120,0,3,0
3,1,1,1124,10114,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,193,113,120,0,3,0
3,1,1,1124,10115,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,193,85,30,0,3,0
3,1,1,1124,10116,1,4,1,1,1,0,2,1,3,0,1,22,1,1,1,257,94,60,0,3,0
3,1,1,1125,10117,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,190,89,120,0,3,0
3,1,1,1125,10118,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,145,67,120,0,3,0
3,1,1,1125,10119,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,190,67,120,0,3,0
3,1,1,1125,10120,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,160,67,60,0,3,0
3,1,1,1125,10121,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,160,74,120,0,3,0
3,1,1,1125,10122,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,145,74,60,0,3,0
3,1,1,1125,10123,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,145,89,60,0,3,0
3,1,1,1125,10124,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,145,74,120,0,3,0
3,1,1,1125,10125,1,4,1,1,1,1,3,0,3,0,17,11,1,1,1,160,89,30,0,3,0
3,1,1,1126,10126,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,283,146,120,0,2,0
3,1,1,1126,10127,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,257,146,30,0,2,0
3,1,1,1126,10128,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,336,146,60,0,3,0
3,1,1,1126,10129,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,257,122,30,0,3,0
3,1,1,1126,10130,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,336,110,60,0,2,0
3,1,1,1126,10131,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,283,110,120,0,2,0
3,1,1,1126,10132,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,257,146,120,0,3,0
3,1,1,1126,10133,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,257,110,30,0,2,0
3,1,1,1126,10134,1,4,1,1,1,1,3,1,2,0,25,17,1,1,1,336,122,60,0,2,0
3,1,1,1127,10135,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,264,109,30,0,2,0
3,1,1,1127,10136,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,264,109,120,0,2,0
3,1,1,1127,10137,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,264,98,30,0,2,0
3,1,1,1127,10138,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,201,98,60,0,2,0
3,1,1,1127,10139,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,222,109,30,0,2,0
3,1,1,1127,10140,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,222,98,30,0,2,0
3,1,1,1127,10141,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,222,131,60,0,2,0
3,1,1,1127,10142,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,264,131,30,0,2,0
3,1,1,1127,10143,1,4,1,1,1,1,4,1,3,0,25,9,1,1,1,222,109,60,0,2,0
3,1,1,1128,10144,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,328,105,30,0,3,0
3,1,1,1128,10145,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,328,105,120,0,2,0
3,1,1,1128,10146,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,328,94,30,0,2,0
3,1,1,1128,10147,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,255,94,60,0,3,0
3,1,1,1128,10148,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,279,105,30,0,3,0
3,1,1,1128,10149,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,279,94,30,0,3,0
3,1,1,1128,10150,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,279,126,60,0,3,0
3,1,1,1128,10151,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,328,126,30,0,3,0
3,1,1,1128,10152,1,4,1,1,1,1,2,0,1,0,1,22,1,1,1,279,105,60,0,2,0
3,1,1,1129,10153,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,146,68,30,0,2,0
3,1,1,1129,10154,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,146,68,120,0,2,0
3,1,1,1129,10155,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,146,61,30,0,2,0
3,1,1,1129,10156,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,114,61,60,0,2,0
3,1,1,1129,10157,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,125,68,30,0,2,0
3,1,1,1129,10158,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,125,61,30,0,2,0
3,1,1,1129,10159,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,125,82,60,0,3,0
3,1,1,1129,10160,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,146,82,30,0,3,0
3,1,1,1129,10161,1,4,1,1,1,1,2,1,3,0,25,2,1,1,1,125,68,60,0,2,0
3,1,1,1130,10162,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,311,84,30,0,3,0
3,1,1,1130,10163,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,311,84,120,0,2,0
3,1,1,1130,10164,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,311,76,30,0,2,0
3,1,1,1130,10165,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,260,76,60,0,3,0
3,1,1,1130,10166,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,277,84,30,0,3,0
3,1,1,1130,10167,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,277,76,30,0,2,0
3,1,1,1130,10168,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,277,101,60,0,3,0
3,1,1,1130,10169,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,311,101,30,0,3,0
3,1,1,1130,10170,1,4,1,1,1,1,3,1,2,0,1,23,1,1,1,277,84,60,0,3,0
3,1,1,1131,10171,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,130,71,30,0,2,0
3,1,1,1131,10172,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,130,71,120,0,2,0
3,1,1,1131,10173,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,130,64,30,0,1,1
3,1,1,1131,10174,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,103,64,60,0,3,0
3,1,1,1131,10175,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,112,71,30,0,2,0
3,1,1,1131,10176,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,112,64,30,0,3,0
3,1,1,1131,10177,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,112,85,60,0,3,0
3,1,1,1131,10178,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,130,85,30,0,3,0
3,1,1,1131,10179,1,4,1,1,1,1,3,1,3,0,2,1,1,1,1,112,71,60,0,2,0
3,1,1,1132,10180,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,211,126,120,0,2,0
3,1,1,1132,10181,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,190,126,30,0,2,0
3,1,1,1132,10182,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,253,126,60,0,3,0
3,1,1,1132,10183,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,190,105,30,0,3,0
3,1,1,1132,10184,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,253,94,60,0,2,0
3,1,1,1132,10185,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,211,94,120,0,2,0
3,1,1,1132,10186,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,190,126,120,0,3,0
3,1,1,1132,10187,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,190,94,30,0,2,0
3,1,1,1132,10188,1,4,1,1,1,1,3,1,3,0,9,22,1,1,1,253,105,60,0,3,0
3,1,1,1133,10189,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,174,106,120,0,2,0
3,1,1,1133,10190,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,158,106,30,0,2,0
3,1,1,1133,10191,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,207,106,60,0,2,0
3,1,1,1133,10192,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,158,88,30,0,2,0
3,1,1,1133,10193,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,207,79,60,0,2,0
3,1,1,1133,10194,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,174,79,120,0,2,0
3,1,1,1133,10195,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,158,106,120,0,2,0
3,1,1,1133,10196,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,158,79,30,0,2,0
3,1,1,1133,10197,1,4,1,1,1,1,3,1,3,0,22,1,1,1,1,207,88,60,0,2,0
3,1,1,1134,10198,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,332,131,120,0,2,0
3,1,1,1134,10199,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,249,98,120,0,2,0
3,1,1,1134,10200,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,332,98,120,0,3,0
3,1,1,1134,10201,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,277,98,60,0,2,0
3,1,1,1134,10202,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,277,109,120,0,2,0
3,1,1,1134,10203,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,249,109,60,0,2,0
3,1,1,1134,10204,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,249,131,60,0,3,0
3,1,1,1134,10205,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,249,109,120,0,2,0
3,1,1,1134,10206,1,4,1,1,1,1,4,0,4,0,1,23,1,1,1,277,131,30,0,3,0
3,1,1,1135,10207,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,266,116,120,0,2,0
3,1,1,1135,10208,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,206,87,120,0,2,0
3,1,1,1135,10209,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,266,87,120,0,2,0
3,1,1,1135,10210,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,226,87,60,0,2,0
3,1,1,1135,10211,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,226,97,120,0,2,0
3,1,1,1135,10212,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,206,97,60,0,2,0
3,1,1,1135,10213,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,206,116,60,0,2,0
3,1,1,1135,10214,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,206,97,120,0,2,0
3,1,1,1135,10215,1,4,1,1,1,1,4,0,4,0,22,1,1,1,1,226,116,30,0,2,0
3,1,1,1136,10216,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,182,108,120,0,2,0
3,1,1,1136,10217,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,164,108,30,0,2,0
3,1,1,1136,10218,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,218,108,60,0,3,0
3,1,1,1136,10219,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,164,90,30,0,3,0
3,1,1,1136,10220,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,218,81,60,0,2,0
3,1,1,1136,10221,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,182,81,120,0,3,0
3,1,1,1136,10222,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,164,108,120,0,3,0
3,1,1,1136,10223,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,164,81,30,0,2,0
3,1,1,1136,10224,1,4,1,1,1,1,4,1,2,0,1,22,1,1,1,218,90,60,0,2,0
3,1,1,1137,10225,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,350,112,30,0,3,0
3,1,1,1137,10226,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,350,112,120,0,3,0
3,1,1,1137,10227,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,350,101,30,0,3,0
3,1,1,1137,10228,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,268,101,60,0,3,0
3,1,1,1137,10229,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,295,112,30,0,3,0
3,1,1,1137,10230,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,295,101,30,0,3,0
3,1,1,1137,10231,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,295,134,60,0,3,0
3,1,1,1137,10232,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,350,134,30,0,3,0
3,1,1,1137,10233,1,4,1,1,1,1,4,1,2,0,1,23,1,1,1,295,112,60,0,3,0
3,1,1,1138,10234,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,266,131,120,0,3,0
3,1,1,1138,10235,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,203,98,120,0,2,0
3,1,1,1138,10236,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,266,98,120,0,3,0
3,1,1,1138,10237,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,224,98,60,0,2,0
3,1,1,1138,10238,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,224,109,120,0,2,0
3,1,1,1138,10239,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,203,109,60,0,2,0
3,1,1,1138,10240,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,203,131,60,0,3,0
3,1,1,1138,10241,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,203,109,120,0,2,0
3,1,1,1138,10242,1,4,1,1,1,1,4,1,2,0,1,25,1,1,1,224,131,30,0,1,1
3,1,1,1139,10243,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,236,126,120,0,2,0
3,1,1,1139,10244,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,182,94,120,0,2,0
3,1,1,1139,10245,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,236,94,120,0,3,0
3,1,1,1139,10246,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,200,94,60,0,2,0
3,1,1,1139,10247,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,200,105,120,0,2,0
3,1,1,1139,10248,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,182,105,60,0,2,0
3,1,1,1139,10249,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,182,126,60,0,2,0
3,1,1,1139,10250,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,182,105,120,0,2,0
3,1,1,1139,10251,1,4,1,1,1,1,4,1,2,0,25,1,1,1,1,200,126,30,0,1,1
3,1,1,1140,10252,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,180,110,120,0,2,0
3,1,1,1140,10253,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,163,110,30,0,1,1
3,1,1,1140,10254,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,214,110,60,0,3,0
3,1,1,1140,10255,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,163,92,30,0,3,0
3,1,1,1140,10256,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,214,83,60,0,2,0
3,1,1,1140,10257,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,180,83,120,0,3,0
3,1,1,1140,10258,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,163,110,120,0,3,0
3,1,1,1140,10259,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,163,83,30,0,1,1
3,1,1,1140,10260,1,4,1,1,1,1,4,1,3,0,22,1,1,1,1,214,92,60,0,2,0
3,1,1,1141,10261,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,211,110,120,0,2,0
3,1,1,1141,10262,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,190,110,30,0,2,0
3,1,1,1141,10263,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,253,110,60,0,3,0
3,1,1,1141,10264,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,190,92,30,0,3,0
3,1,1,1141,10265,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,253,83,60,0,2,0
3,1,1,1141,10266,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,211,83,120,0,3,0
3,1,1,1141,10267,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,190,110,120,0,3,0
3,1,1,1141,10268,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,190,83,30,0,2,0
3,1,1,1141,10269,1,4,1,1,1,1,5,1,1,0,2,18,1,1,1,253,92,60,0,3,0
3,1,1,1142,10270,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,206,92,30,0,3,0
3,1,1,1142,10271,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,206,92,120,0,3,0
3,1,1,1142,10272,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,206,83,30,0,3,0
3,1,1,1142,10273,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,157,83,60,0,3,0
3,1,1,1142,10274,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,173,92,30,0,3,0
3,1,1,1142,10275,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,173,83,30,0,3,0
3,1,1,1142,10276,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,173,110,60,0,3,0
3,1,1,1142,10277,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,206,110,30,0,3,0
3,1,1,1142,10278,1,4,1,1,1,1,5,1,3,0,1,22,1,1,1,173,92,60,0,3,0
3,1,1,1143,10279,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,163,72,120,0,3,0
3,1,1,1143,10280,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,124,54,120,0,2,0
3,1,1,1143,10281,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,163,54,120,0,3,0
3,1,1,1143,10282,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,137,54,60,0,2,0
3,1,1,1143,10283,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,137,60,120,0,3,0
3,1,1,1143,10284,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,124,60,60,0,1,1
3,1,1,1143,10285,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,124,72,60,0,3,0
3,1,1,1143,10286,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,124,60,120,0,2,0
3,1,1,1143,10287,1,4,1,1,1,1,5,1,3,0,2,22,1,1,1,137,72,30,0,3,0
3,1,1,1144,10288,1,4,1,1,1,1,5,1,3,0,22,17,1,1,1,322,112,30,0,3,0
3,1,1,1144,10289,1,4,1,1,1,1,5,1,3,0,22,17,1,1,1,322,112,120,0,2,0
